sa1,pop
3106029,362
3106030,358
3106031,494
3106032,0
3106101,660
3106102,483
3106103,269
3106104,538
3106105,550
3106106,362
3106107,457
3106108,404
3106109,514
3106110,225
3106111,529
3106112,601
3106201,22
3106202,330
3106203,473
3106204,358
3106205,387
3106206,453
3106207,656
3106208,468
3106209,266
3106210,417
3106211,436
3106212,348
3106213,383
3106214,278
3106215,395
3106216,359
3106217,448
3106218,487
3106219,663
3106220,674
3106221,0
3106222,199
3106301,324
3106302,582
3106303,308
3106304,330
3106305,553
3106306,546
3106307,480
3106308,607
3106309,0
3106310,603
3106311,415
3106312,383
3106313,386
3106314,552
3106315,432
3106316,429
3106317,357
3106318,480
3106319,421
3106320,392
3106321,561
3106322,537
3106323,547
3106324,307
3106325,426
3106326,417
3106327,652
3106328,309
3106329,495
3106330,689
3106331,257
3106332,358
3106401,473
3106402,427
3106403,235
3106404,326
3106405,662
3106406,360
3106407,492
3106408,251
3106409,236
3106410,256
3106411,348
3106501,296
3106502,456
3106503,492
3106504,578
3106505,386
3106506,334
3106507,418
3106508,542
3106509,436
3106510,571
3106511,4
3106512,432
3106513,482
3106514,459
3106515,535
3106516,512
3106517,658
3106518,401
3106519,373
3106520,476
3106601,597
3106602,371
3106603,301
3106604,355
3106605,413
3106606,260
3106607,518
3106608,559
3106609,327
3106610,417
3106611,567
3106612,489
3106613,476
3106614,464
3106615,467
3106616,564
3106617,636
3106618,447
3106619,341
3106620,234
3106621,395
3106622,262
3106623,208
3106624,366
3106625,428
3106701,341
3106702,295
3106703,478
3106704,454
3106705,315
3106706,365
3106707,297
3106708,365
3106709,412
3106710,423
3106711,10
3106712,233
3106713,335
3106714,240
3106801,506
3106802,444
3106803,636
3106804,475
3106805,499
3106806,15
3106807,582
3106808,616
3106809,396
3106810,421
3106811,577
3106812,585
3106813,320
3106814,565
3106815,262
3106816,448
3106817,341
3106818,509
3106819,554
3106820,196
3106821,540
3106822,492
3106901,550
3106902,243
3106903,505
3106904,344
3106905,372
3106906,403
3106907,319
3106908,214
3106909,421
3106910,317
3106911,356
3106912,419
3106913,419
3107001,333
3107002,317
3107003,258
3107004,256
3107005,356
3107006,0
3107007,515
3107008,525
3107009,558
3107010,471
3107011,354
3107012,511
3107013,464
3107014,322
3107015,199
3107016,508
3107017,409
3107018,427
3107019,374
3107101,408
3107102,449
3107103,529
3107104,207
3107105,536
3107106,294
3107107,636
3107108,261
3107109,633
3107110,403
3107111,580
3107112,261
3107113,575
3107114,424
3107115,436
3107116,374
3107117,674
3107118,352
3107119,517
3107120,387
3107121,458
3107122,575
3107201,516
3107202,478
3107203,793
3107204,917
3107205,546
3107206,258
3107207,399
3107208,319
3107209,405
3107210,467
3107211,449
3107212,463
3107213,582
3107214,666
3107215,551
3107216,458
3107301,35
3107302,395
3107303,373
3107304,266
3107305,456
3107306,1154
3107307,526
3107308,269
3107309,333
3107310,435
3107311,529
3107312,316
3107313,400
3107314,0
3107315,544
3107316,482
3107317,199
3107318,378
3107319,423
3107320,436
3107321,484
3107322,533
3107323,507
3107324,559
3107325,731
3107326,397
3107327,438
3107328,509
3107329,581
3107330,701
3107331,773
3107332,476
3107333,616
3107334,876
3107335,785
3107336,1031
3107337,539
3107401,0
3107402,472
3107403,692
3107404,203
3107405,195
3107406,1823
3107407,411
3107408,0
3107501,523
3107502,710
3107503,601
3107504,402
3107505,642
3107506,734
3107507,655
3107508,436
3107509,398
3107510,556
3107511,555
3107512,257
3107513,360
3107514,0
3107515,582
3107516,392
3107517,383
3107518,341
3107519,472
3107520,320
3107521,264
3107522,805
3107523,522
3107524,547
3107525,527
3107526,493
3107527,417
3107528,350
3107529,401
3107530,304
3107531,328
3107532,138
3107601,261
3107602,6
3107603,194
3107604,311
3107605,3
3107606,250
3107607,540
3107608,524
3107609,277
3107610,403
3107611,343
3107612,267
3107613,338
3107614,406
3107615,293
3107616,251
3107617,380
3107618,581
3107619,326
3107620,331
3107621,204
3107622,324
3107623,358
3107624,233
3107625,0
3107626,312
3107627,228
3107628,321
3107629,420
3107630,0
3107631,14
3107632,11
3107701,598
3107702,532
3107703,475
3107704,513
3107705,614
3107706,297
3107707,790
3107708,625
3107709,289
3107710,713
3107711,193
3107712,311
3107713,212
3107714,358
3107715,231
3107716,531
3107717,487
3107801,305
3107802,525
3107803,534
3107804,568
3107805,329
3107806,543
3107807,277
3107808,436
3107809,241
3107810,646
3107811,361
3107812,508
3107813,314
3107814,645
3107815,457
3107816,385
3107817,428
3107818,278
3107819,327
3107820,340
3107821,383
3107822,469
3107823,362
3107824,461
3107825,384
3107826,464
3107827,482
3107828,420
3107829,440
3107830,256
3107831,295
3107832,499
3107901,377
3107902,418
3107903,583
3107904,309
3107905,523
3107906,208
3107907,333
3107908,388
3107909,495
3107910,440
3107911,403
3107912,362
3107913,417
3107914,275
3107915,616
3107916,366
3107917,219
3107918,579
3107919,443
3107920,360
3108001,290
3108002,168
3108003,263
3108004,505
3108005,514
3108006,557
3108007,600
3108008,506
3108009,488
3108010,547
3108011,575
3108012,255
3108013,634
3108014,422
3108015,405
3108016,484
3108017,523
3108018,481
3108019,413
3108020,303
3108021,244
3108022,502
3108023,570
3108024,423
3108025,529
3108026,330
3108027,415
3108028,476
3108029,514
3108030,392
3108031,536
3108032,241
3108033,378
3108034,266
3108035,431
3108036,443
3108037,244
3108038,436
3108039,553
3108101,431
3108102,386
3108103,317
3108104,540
3108105,576
3108106,476
3108107,398
3108108,392
3108109,375
3108110,0
3108111,0
3108112,498
3108113,385
3108114,249
3108115,494
3108116,242
3108117,376
3108118,340
3108119,396
3108120,401
3108201,213
3108202,248
3108203,246
3108204,400
3108205,221
3108206,270
3108207,533
3108208,358
3108209,392
3108210,465
3108211,484
3108212,406
3108213,558
3108214,337
3108215,272
3108216,321
3108217,346
3108218,240
3108219,425
3108220,355
3108301,0
3108302,570
3108303,323
3108304,461
3108305,308
3108306,303
3108307,224
3108308,321
3108309,388
3108310,372
3108311,540
3108401,601
3108402,292
3108403,493
3108404,663
3108405,0
3108406,0
3108407,261
3108408,534
3108409,542
3108410,254
3108411,536
3108412,503
3108413,563
3108414,293
3108415,264
3108416,353
3108417,471
3108418,427
3108419,175
3108420,4
3108421,422
3108422,480
3108423,423
3108424,467
3108425,489
3108501,492
3108502,296
3108503,367
3108504,379
3108505,374
3108506,412
3108507,518
3108508,306
3108509,473
3108510,332
3108511,437
3108601,435
3108602,796
3108603,284
3108604,415
3108605,554
3108606,607
3108607,705
3108608,697
3108609,427
3108610,265
3108611,294
3108612,470
3108613,493
3108614,565
3108615,423
3108616,895
3108617,683
3108701,44
3108702,375
3108703,376
3108704,364
3108705,619
3108706,344
3108707,241
3108708,329
3108709,210
3108710,389
3108711,456
3108712,198
3108713,361
3108714,308
3108715,311
3108716,590
3108717,400
3108718,271
3108719,357
3108720,412
3108801,401
3108802,242
3108803,366
3108804,422
3108805,528
3108806,402
3108807,268
3108808,436
3108809,541
3108810,467
3108811,548
3108812,614
3108813,354
3108814,512
3108815,610
3108816,251
3108817,538
3108818,273
3108819,497
3108820,517
3108821,274
3108822,322
3108823,522
3108824,254
3108901,531
3108902,836
3108903,273
3108904,605
3108905,348
3108906,468
3108907,380
3108908,210
3109001,537
3109002,415
3109003,202
3109004,255
3109005,606
3109006,371
3109007,541
3109008,367
3109009,433
3109010,623
3109011,607
3109012,412
3109013,230
3109014,278
3109015,218
3109016,426
3109017,617
3109018,703
3109019,641
3109101,305
3109102,178
3109103,406
3109104,356
3109105,582
3109106,678
3109107,501
3109108,597
3109109,378
3109110,492
3109111,560
3109112,327
3109201,214
3109202,508
3109203,274
3109204,289
3109205,461
3109206,296
3109207,328
3109208,518
3109209,605
3109210,344
3109211,580
3109212,175
3109213,465
3109214,537
3109215,397
3109216,581
3109301,523
3109302,305
3109303,472
3109304,0
3109305,442
3109306,480
3109307,400
3109308,462
3109309,472
3109310,258
3109311,432
3109312,454
3109401,556
3109402,422
3109403,272
3109404,600
3109405,0
3109406,289
3109407,441
3109408,468
3109409,393
3109410,308
3109411,492
3109412,422
3109413,382
3109414,317
3109415,647
3109416,293
3109417,562
3109418,292
3109419,278
3109420,426
3109421,305
3109422,144
3109423,322
3109424,308
3109425,657
3109426,232
3109427,336
3109428,461
3109429,341
3109430,301
3109431,403
3109501,551
3109502,348
3109503,486
3109504,457
3109505,268
3109506,285
3109507,365
3109508,231
3109509,488
3109510,432
3109511,317
3109512,442
3109513,246
3109514,335
3109601,588
3109602,380
3109603,518
3109604,328
3109605,470
3109606,503
3109607,321
3109608,492
3109609,522
3109610,477
3109611,368
3109612,352
3109613,355
3109614,410
3109615,2050
3109616,440
3109617,240
3109618,524
3109619,308
3109620,377
3109621,399
3109622,323
3109623,443
3109701,393
3109702,226
3109703,298
3109704,631
3109705,270
3109706,461
3109707,284
3109708,389
3109709,511
3109710,475
3109711,299
3109712,425
3109713,297
3109714,390
3109715,274
3109716,335
3109717,455
3109718,322
3109719,316
3109720,530
3109721,353
3109801,319
3109802,409
3109803,610
3109804,777
3109805,452
3109806,759
3109807,227
3109808,515
3109809,490
3109810,280
3109811,319
3109812,581
3109813,224
3109814,536
3109815,404
3109816,509
3109817,280
3109901,23
3110001,434
3110002,493
3110003,609
3110004,405
3110005,286
3110006,235
3110007,3
3110008,340
3110009,376
3110010,476
3110011,540
3110012,449
3110013,418
3110014,290
3110015,396
3110016,336
3110017,350
3110018,243
3110019,320
3110101,443
3110102,426
3110103,378
3110104,353
3110105,307
3110106,379
3110107,504
3110108,61
3110109,428
3110110,378
3110111,304
3110112,450
3110113,251
3110114,405
3110115,511
3110116,429
3110117,476
3110118,249
3110119,404
3110120,523
3110201,0
3110301,222
3110302,382
3110303,647
3110304,425
3110305,392
3110306,534
3110307,333
3110308,485
3110309,524
3110310,290
3110311,519
3110312,292
3110313,490
3110314,490
3110315,292
3110316,297
3110317,343
3110318,370
3110319,352
3110320,282
3110321,300
3110322,333
3110323,408
3110324,296
3110325,358
3110326,313
3110327,474
3110328,529
3110329,411
3110330,283
3110331,300
3110332,407
3110333,554
3110334,509
3110335,542
3110336,446
3110337,329
3110338,594
3110339,343
3110340,233
3110401,417
3110402,521
3110403,571
3110404,577
3110405,590
3110406,497
3110407,617
3110408,541
3110409,260
3110410,425
3110411,386
3110412,353
3110413,337
3110414,213
3110415,333
3110416,329
3110417,448
3110418,295
3110419,553
3110420,424
3110421,353
3110501,474
3110502,785
3110503,214
3110504,298
3110505,372
3110506,436
3110507,998
3110508,207
3110509,540
3110510,814
3110511,753
3110512,416
3110513,19
3110514,836
3110515,502
3110516,389
3110517,286
3110518,214
3110519,154
3110601,146
3110602,737
3110603,414
3110604,562
3110605,373
3110606,832
3110607,369
3110608,476
3110609,432
3110610,468
3110611,410
3110701,375
3110702,357
3110703,400
3110704,449
3110705,344
3110706,445
3110707,618
3110708,490
3110709,337
3110710,402
3110711,454
3110712,207
3110713,247
3110714,301
3110715,399
3110801,532
3110802,179
3110803,279
3110804,470
3110805,475
3110806,425
3110807,397
3110808,336
3110809,540
3110810,583
3110811,373
3110812,393
3110813,442
3110814,598
3110815,384
3110816,350
3110817,252
3110901,332
3110902,351
3110903,450
3110904,301
3110905,277
3110906,294
3110907,285
3110908,346
3110909,380
3110910,589
3110911,295
3110912,367
3110913,385
3110914,507
3110915,471
3110916,233
3110917,587
3110918,597
3110919,381
3110920,210
3110921,517
3110922,326
3110923,359
3110924,343
3110925,259
3110926,397
3110927,192
3110928,494
3110929,556
3110930,351
3110931,297
3111001,270
3111002,404
3111003,804
3111004,358
3111005,811
3111006,197
3111007,793
3111008,493
3111009,415
3111010,394
3111011,487
3111101,282
3111102,512
3111103,366
3111104,203
3111105,484
3111106,453
3111107,575
3111108,391
3111109,561
3111110,541
3111111,329
3111112,323
3111113,607
3111201,816
3111202,317
3111203,354
3111204,380
3111205,313
3111206,397
3111207,255
3111208,348
3111209,399
3111210,408
3111211,468
3111212,529
3111213,318
3111214,1208
3111215,462
3111216,425
3111217,430
3111218,231
3111301,377
3111302,544
3111303,372
3111304,368
3111305,304
3111306,531
3111307,455
3111308,277
3111309,260
3111310,340
3111401,379
3111402,424
3111403,480
3111404,472
3111405,403
3111406,432
3111407,403
3111408,407
3111409,623
3111410,659
3111411,413
3111412,455
3111413,383
3111501,294
3111502,439
3111503,503
3111504,456
3111505,464
3111506,309
3111507,563
3111508,400
3111509,514
3111510,438
3111511,318
3111512,476
3111513,422
3111601,295
3111602,396
3111603,228
3111604,504
3111605,340
3111606,512
3111607,533
3111608,720
3111609,227
3111610,480
3111611,540
3111701,300
3111702,270
3111703,219
3111704,380
3111705,566
3111706,296
3111707,501
3111708,5
3111709,281
3111710,415
3111711,347
3111712,347
3111713,260
3111714,465
3111715,619
3111716,636
3111717,418
3111718,425
3111719,511
3111720,459
3111721,315
3111722,0
3111723,317
3111724,272
3111725,350
3111726,276
3111727,463
3111728,315
3111729,0
3111730,284
3111731,350
3111732,464
3111733,303
3111801,151
3111802,224
3111803,530
3111804,450
3111805,416
3111806,568
3111807,346
3111808,329
3111809,545
3111810,436
3111811,529
3111812,437
3111813,247
3111814,535
3111815,269
3111901,0
3111902,195
3111903,368
3111904,293
3111905,355
3111906,300
3111907,463
3111908,575
3112001,354
3112002,299
3112003,298
3112004,412
3112005,419
3112006,468
3112007,577
3112008,244
3112009,360
3112010,392
3112011,516
3112012,392
3112013,251
3112014,0
3112015,291
3112016,398
3112101,337
3112102,473
3112103,440
3112104,537
3112105,457
3112106,468
3112107,612
3112108,329
3112109,497
3112110,413
3112111,599
3112112,0
3112201,526
3112202,533
3112203,557
3112204,394
3112205,346
3112206,367
3112207,506
3112208,315
3112209,217
3112210,221
3112211,473
3112212,403
3112213,440
3112214,511
3112215,580
3112216,472
3112217,429
3112218,331
3112219,458
3112220,302
3112221,246
3112222,411
3112223,556
3112224,412
3112301,528
3112302,531
3112303,358
3112304,215
3112305,358
3112306,447
3112307,524
3112308,443
3112309,471
3112310,292
3112401,222
3112402,522
3112403,310
3112404,423
3112405,452
3112406,504
3112407,587
3112408,403
3112409,430
3112410,221
3112411,411
3112412,234
3112501,245
3112502,563
3112503,249
3112504,402
3112505,7
3112506,294
3112507,323
3112508,473
3112509,263
3112510,290
3112511,402
3112512,348
3112513,539
3112601,286
3112602,584
3112603,336
3112604,433
3112605,562
3112606,345
3112607,287
3112608,483
3112609,325
3112610,472
3112611,476
3112612,404
3112613,428
3112614,524
3112615,1907
3112616,0
3112701,627
3112702,423
3112703,550
3112704,577
3112705,303
3112706,549
3112707,270
3112708,361
3112709,341
3112710,450
3112801,522
3112802,587
3112803,586
3112804,329
3112805,465
3112806,421
3112807,354
3112808,463
3112809,384
3112810,10
3112811,151
3112812,438
3112813,340
3112814,312
3112815,435
3112816,144
3112817,193
3112818,649
3112819,499
3112901,582
3112902,380
3112903,309
3112904,375
3112905,325
3112906,569
3112907,333
3112908,472
3112909,316
3112910,207
3113001,311
3113002,309
3113003,303
3113004,620
3113005,310
3113006,321
3113007,403
3113008,366
3113009,353
3113010,475
3113011,365
3113012,288
3113013,523
3113014,454
3113015,477
3113016,513
3113101,560
3113102,365
3113103,484
3113104,353
3113105,393
3113106,378
3113107,364
3113108,222
3113109,263
3113110,498
3113111,266
3113112,365
3113113,515
3113114,485
3113115,350
3113116,212
3113117,364
3113118,535
3113119,279
3113120,566
3113121,400
3113122,521
3113201,469
3113202,295
3113203,243
3113204,516
3113205,383
3113206,341
3113207,495
3113208,783
3113209,411
3113210,320
3113211,456
3113212,381
3113213,360
3113214,378
3113215,384
3113216,317
3113217,294
3113218,441
3113219,398
3113220,421
3113221,340
3113222,329
3113223,327
3113224,479
3113225,581
3113226,548
3113227,600
3113228,429
3113229,420
3113230,426
3113231,362
3113301,453
3113302,235
3113303,390
3113304,602
3113305,404
3113306,284
3113307,382
3113308,403
3113309,459
3113310,466
3113311,473
3113312,358
3113313,445
3113401,390
3113402,377
3113403,278
3113404,442
3113405,390
3113406,374
3113407,420
3113408,496
3113409,566
3113410,626
3113411,442
3113412,363
3113413,446
3113414,333
3113415,408
3113416,250
3113417,362
3113418,423
3113419,561
3113420,559
3113421,495
3113422,255
3113501,260
3113502,369
3113503,394
3113504,341
3113505,317
3113506,329
3113507,441
3113508,388
3113509,300
3113510,460
3113511,464
3113512,351
3113513,289
3113514,475
3113515,603
3113516,301
3113517,453
3113518,588
3113519,284
3113520,534
3113521,487
3113522,395
3113523,588
3113524,210
3113525,367
3113601,247
3113602,332
3113603,489
3113604,346
3113605,263
3113606,475
3113607,555
3113608,600
3113609,443
3113610,272
3113611,363
3113612,346
3113613,487
3113614,320
3113615,0
3113701,287
3113702,586
3113703,334
3113704,242
3113705,366
3113706,416
3113707,518
3113708,284
3113709,564
3113710,238
3113711,410
3113712,415
3113713,463
3113714,478
3113715,413
3113716,324
3113717,453
3113718,540
3113719,547
3113720,467
3113721,485
3113722,361
3113723,475
3113724,508
3113725,321
3113801,417
3113802,387
3113803,499
3113804,323
3113805,417
3113806,199
3113807,292
3113808,213
3113809,284
3113810,462
3113811,215
3113812,433
3113813,804
3113814,291
3113901,462
3113902,597
3113903,487
3113904,372
3113905,413
3113906,510
3113907,548
3113908,854
3113909,234
3113910,656
3113911,455
3113912,649
3113913,405
3113914,535
3113915,746
3113916,285
3113917,456
3113918,109
3113919,431
3113920,357
3113921,381
3113922,17
3114001,497
3114002,309
3114003,447
3114004,23
3114005,264
3114006,584
3114007,556
3114008,559
3114009,389
3114010,0
3114101,387
3114102,314
3114103,355
3114104,241
3114105,265
3114106,270
3114107,240
3114108,364
3114109,588
3114110,610
3114111,706
3114112,216
3114113,663
3114114,468
3114115,267
3114116,859
3114117,327
3114118,383
3114119,276
3114120,0
3114121,200
3114122,436
3114123,576
3114124,380
3114125,176
3114126,466
3114127,221
3114128,324
3114129,482
3114130,0
3114131,442
3114201,572
3114202,193
3114203,663
3114204,684
3114205,256
3114206,478
3114207,317
3114208,457
3114209,455
3114210,292
3114211,1221
3114212,277
3114213,230
3114214,480
3114215,423
3114216,642
3114217,32
3114218,571
3114219,59
3114220,600
3114221,320
3114222,0
3114223,312
3114224,340
3114225,509
3114226,344
3114227,177
3114301,0
3114302,0
3114303,436
3114304,417
3114305,346
3114306,210
3114307,415
3114308,382
3114309,425
3114310,291
3114311,298
3114312,249
3114313,4
3114314,308
3114315,478
3114316,405
3114317,557
3114318,349
3114319,417
3114401,496
3114402,473
3114403,400
3114404,396
3114405,616
3114406,387
3114407,565
3114408,359
3114409,432
3114410,343
3114411,236
3114412,301
3114413,689
3114414,234
3114415,503
3114416,368
3114417,206
3114418,422
3114501,446
3114502,673
3114503,389
3114504,489
3114505,826
3114506,869
3114507,213
3114508,367
3114509,416
3114510,331
3114511,427
3114512,352
3114513,709
3114514,667
3114515,254
3114516,362
3114517,188
3114518,621
3114519,668
3114520,294
3114521,287
3114601,555
3114602,503
3114603,755
3114604,423
3114605,457
3114606,568
3114607,464
3114608,393
3114609,291
3114610,492
3114611,286
3114612,229
3114613,427
3114614,410
3114615,679
3114616,566
3114617,503
3114701,748
3114702,399
3114703,439
3114704,222
3114705,224
3114706,324
3114707,541
3114708,383
3114709,348
3114710,289
3114711,255
3114712,372
3114713,416
3114714,714
3114715,368
3114716,494
3114717,1089
3114718,980
3114719,365
3114720,303
3114721,499
3114722,154
3114801,164
3114802,501
3114803,111
3114804,445
3114805,445
3114806,392
3114807,304
3114808,269
3114809,450
3114810,487
3114811,216
3114812,324
3114813,329
3114814,269
3114815,528
3114816,225
3114817,405
3114818,231
3114819,400
3114820,276
3114821,165
3114822,712
3114823,403
3114901,551
3114902,479
3114903,406
3114904,321
3114905,145
3114906,440
3114907,603
3114908,369
3114909,0
3114910,289
3114911,289
3114912,94
3114913,449
3114914,436
3114915,418
3114916,214
3114917,355
3114918,658
3114919,572
3114920,375
3114921,375
3114922,337
3114923,415
3114924,583
3115001,0
3115101,300
3115102,514
3115103,349
3115104,339
3115105,534
3115106,468
3115107,227
3115108,314
3115109,485
3115110,279
3115111,537
3115112,333
3115113,250
3115114,281
3115115,486
3115201,289
3115202,508
3115203,291
3115204,334
3115205,397
3115206,246
3115207,480
3115208,231
3115209,301
3115210,265
3115211,457
3115212,283
3115213,438
3115214,450
3115301,482
3115302,541
3115303,423
3115304,410
3115305,498
3115306,664
3115307,0
3115308,332
3115309,464
3115310,531
3115311,306
3115312,538
3115313,352
3115314,409
3115315,393
3115316,629
3115317,261
3115318,314
3115319,435
3115401,262
3115402,647
3115403,486
3115404,323
3115405,231
3115406,282
3115407,334
3115408,278
3115409,441
3115410,1021
3115411,437
3115412,511
3115413,318
3115414,285
3115415,447
3115501,481
3115502,188
3115503,391
3115504,573
3115505,414
3115506,279
3115507,419
3115508,366
3115509,373
3115510,0
3115511,583
3115512,415
3115601,263
3115602,450
3115603,275
3115604,490
3115605,251
3115606,214
3115607,342
3115608,407
3115609,383
3115610,326
3115611,467
3115612,0
3115613,251
3115614,528
3115615,200
3115616,288
3115617,457
3115618,338
3115619,493
3115620,278
3115621,529
3115622,577
3115623,244
3115701,749
3115702,486
3115703,290
3115704,408
3115705,473
3115706,374
3115707,311
3115708,402
3115709,267
3115710,0
3115711,496
3115712,572
3115801,134
3115802,250
3115803,189
3115804,283
3115805,476
3115806,201
3115807,451
3115808,359
3115809,195
3115810,328
3115811,153
3115812,206
3115813,267
3115814,221
3115815,219
3115816,204
3115901,416
3115902,302
3115903,126
3115904,249
3115905,202
3115906,325
3115907,353
3115908,225
3115909,258
3115910,191
3115911,245
3115912,329
3115913,412
3115914,334
3115915,528
3115916,429
3115917,420
3115918,319
3115919,254
3115920,248
3115921,254
3115922,369
3115923,121
3115924,248
3115925,419
3115926,282
3115927,198
3115928,404
3115929,259
3115930,506
3116001,397
3116002,310
3116003,298
3116004,367
3116005,389
3116006,506
3116007,411
3116008,286
3116009,393
3116010,218
3116011,529
3116012,18
3116013,0
3116014,256
3116015,173
3116016,0
3116017,329
3116018,409
3116019,412
3116020,526
3116021,316
3116022,537
3116023,221
3116024,228
3116101,298
3116102,171
3116103,391
3116104,19
3116105,180
3116106,0
3116107,186
3116108,0
3116109,327
3116110,256
3116111,510
3116112,419
3116113,293
3116114,354
3116115,4
3116116,467
3116117,207
3116118,267
3116119,240
3116120,391
3116121,318
3116122,420
3116123,300
3116124,379
3116125,205
3116126,439
3116127,227
3116128,269
3116129,239
3116130,394
3116131,126
3116132,200
3116133,361
3116134,355
3116135,358
3116136,140
3116137,0
3116138,0
3116139,0
3116140,246
3116141,234
3116201,3
3116301,1340
3116302,1066
3116401,178
3116402,259
3116403,328
3116404,387
3116405,361
3116406,543
3116407,327
3116408,99
3116409,310
3116410,388
3116411,363
3116412,247
3116413,413
3116414,426
3116415,322
3116416,360
3116417,331
3116418,0
3116419,217
3116420,146
3116501,228
3116502,234
3116503,300
3116504,736
3116505,457
3116506,341
3116507,660
3116508,570
3116509,209
3116510,296
3116511,330
3116512,404
3116601,374
3116602,376
3116603,551
3116604,495
3116605,379
3116606,525
3116607,290
3116608,413
3116609,487
3116610,460
3116611,435
3116612,306
3116613,450
3116614,454
3116615,445
3116616,396
3116617,401
3116618,254
3116619,199
3116620,233
3116621,609
3116622,333
3116623,392
3116624,429
3116625,482
3116701,268
3116702,195
3116703,399
3116704,489
3116705,578
3116706,322
3116707,297
3116708,347
3116709,292
3116710,289
3116711,377
3116712,284
3116713,330
3116714,190
3116715,244
3116716,578
3116801,0
3116802,0
3116803,265
3116804,8
3116805,381
3116806,361
3116807,436
3116808,367
3116809,358
3116810,255
3116811,550
3116812,575
3116813,378
3116814,163
3116815,254
3116901,264
3116902,243
3116903,249
3116904,322
3116905,381
3116906,469
3116907,229
3116908,120
3116909,223
3116910,481
3116911,417
3116912,3
3116913,284
3116914,280
3116915,159
3116916,293
3116917,160
3116918,226
3116919,375
3116920,272
3116921,174
3116922,204
3116923,584
3116924,270
3116925,253
3116926,155
3116927,186
3116928,234
3116929,152
3116930,425
3117001,719
3117002,418
3117003,540
3117004,312
3117005,383
3117006,322
3117007,201
3117008,234
3117009,201
3117010,438
3117011,530
3117012,299
3117013,198
3117014,452
3117015,508
3117016,616
3117017,524
3117018,245
3117019,472
3117020,491
3117021,531
3117022,494
3117023,593
3117024,459
3117101,491
3117102,405
3117103,307
3117104,440
3117105,367
3117106,295
3117107,342
3117108,444
3117109,336
3117110,381
3117111,265
3117112,401
3117113,245
3117114,0
3117201,380
3117202,407
3117203,275
3117204,386
3117205,530
3117206,726
3117207,397
3117208,198
3117209,498
3117210,259
3117211,447
3117212,259
3117213,422
3117214,254
3117215,403
3117216,311
3117217,206
3117218,718
3117301,281
3117302,324
3117303,405
3117304,233
3117305,202
3117306,323
3117307,282
3117308,475
3117309,238
3117310,327
3117311,466
3117312,299
3117313,191
3117314,397
3117315,607
3117316,331
3117317,414
3117318,346
3117319,255
3117401,255
3117402,210
3117403,373
3117404,445
3117405,249
3117406,360
3117407,218
3117408,188
3117409,420
3117410,277
3117411,290
3117412,516
3117413,390
3117501,327
3117502,216
3117503,418
3117504,563
3117505,188
3117506,327
3117507,359
3117508,331
3117509,305
3117510,94
3117511,252
3117512,429
3117601,227
3117602,376
3117603,574
3117604,382
3117605,374
3117606,285
3117607,326
3117608,362
3117609,374
3117610,343
3117611,373
3117612,430
3117613,292
3117614,401
3117615,346
3117616,467
3117617,449
3117618,525
3117701,271
3117702,211
3117703,266
3117704,290
3117705,262
3117706,401
3117707,202
3117708,424
3117709,315
3117710,311
3117711,251
3117712,532
3117713,362
3117714,140
3117715,398
3117716,397
3117717,191
3117718,589
3117719,359
3117801,395
3117802,455
3117803,360
3117804,212
3117805,280
3117806,505
3117807,356
3117808,340
3117809,255
3117810,323
3117811,313
3117812,354
3117901,377
3117902,306
3117903,228
3117904,423
3117905,642
3117906,277
3117907,253
3117908,438
3117909,366
3117910,272
3117911,221
3117912,240
3117913,283
3117914,321
3117915,273
3117916,393
3117917,363
3117918,443
3117919,349
3117920,341
3117921,211
3117922,413
3117923,301
3117924,345
3118001,188
3118002,214
3118003,521
3118004,234
3118005,451
3118006,305
3118007,407
3118008,314
3118009,408
3118010,180
3118011,201
3118012,385
3118013,200
3118014,291
3118015,257
3118016,219
3118017,244
3118018,331
3118019,385
3118020,385
3118021,378
3118022,328
3118023,178
3118024,361
3118101,255
3118102,426
3118103,207
3118104,436
3118105,235
3118106,151
3118107,286
3118108,188
3118109,422
3118110,200
3118111,298
3118201,215
3118202,242
3118203,258
3118204,265
3118205,276
3118206,258
3118207,281
3118208,413
3118209,248
3118210,222
3118211,304
3118212,505
3118213,433
3118214,530
3118215,339
3118216,244
3118217,260
3118301,245
3118302,275
3118303,409
3118304,305
3118305,285
3118306,354
3118307,279
3118308,373
3118309,454
3118310,244
3118311,518
3118312,249
3118313,196
3118314,319
3118315,464
3118316,565
3118317,257
3118318,567
3118319,301
3118320,342
3118321,533
3118322,577
3118323,423
3118324,364
3118325,339
3118326,505
3118327,349
3118328,237
3118329,282
3118330,249
3118331,264
3118332,340
3118333,418
3118334,273
3118335,252
3118336,622
3118337,405
3118338,289
3118339,265
3118340,498
3118341,286
3118342,373
3118343,272
3118344,446
3118345,697
3118401,407
3118402,302
3118403,350
3118404,167
3118405,363
3118406,196
3118407,482
3118408,492
3118409,312
3118410,236
3118411,356
3118412,517
3118413,356
3118501,470
3118502,287
3118503,352
3118504,269
3118505,334
3118506,212
3118507,195
3118508,415
3118509,356
3118510,238
3118511,201
3118512,368
3118513,224
3118514,167
3118601,458
3118602,430
3118603,386
3118604,321
3118605,446
3118606,230
3118607,437
3118608,280
3118609,345
3118610,277
3118611,364
3118612,414
3118701,331
3118702,295
3118703,299
3118704,304
3118705,212
3118706,266
3118707,543
3118708,230
3118709,249
